name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.7,131,3.9,2.992143392562866
William Saliba,Arsenal,DEF,5.9,146,4.3,2.992143392562866
Pedro Porro,Spurs,DEF,5.8,110,3.8,2.992143392562866
Fabian Schär,Newcastle,DEF,5.7,121,3.7,2.992143392562866
John Stones,Man City,DEF,5.3,52,3.5,2.992143392562866
Mohamed Salah,Liverpool,MID,13.6,189,6.8,2.992143392562866
Bukayo Saka,Arsenal,MID,9.0,202,6.3,2.992143392562866
Michael Olise,Crystal Palace,MID,5.6,89,5.9,2.992143392562866
Bryan Mbeumo,Brentford,MID,6.8,109,5.2,2.992143392562866
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,121,4.3,2.992143392562866
Jean-Philippe Mateta,Crystal Palace,FWD,5.1,128,4.1,2.992143392562866
