name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.7,131,3.9,3.0137698650360107
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,133,4.2,3.0137698650360107
Fabian Schär,Newcastle,DEF,5.7,121,3.7,3.0137698650360107
Nathan Aké,Man City,DEF,5.0,89,3.6,3.0137698650360107
Manuel Akanji,Man City,DEF,5.0,88,3.5,3.0137698650360107
Mohamed Salah,Liverpool,MID,13.6,189,6.8,3.0137698650360107
Anthony Gordon,Newcastle,MID,6.2,159,5.1,3.0137698650360107
Bruno Borges Fernandes,Man Utd,MID,8.4,157,4.9,3.0137698650360107
Douglas Luiz Soares de Paulo,Aston Villa,MID,5.4,142,4.6,3.0137698650360107
Ollie Watkins,Aston Villa,FWD,9.0,217,6.6,3.0137698650360107
Dominic Solanke,Bournemouth,FWD,7.3,164,4.8,3.0137698650360107
