name,team,position,value,total_points,points_per_game,elapsed
Alphonse Areola,West Ham,GK,4.2,106,3.9,2.991668701171875
Benjamin White,Arsenal,DEF,6.0,167,5.1,2.991668701171875
Trent Alexander-Arnold,Liverpool,DEF,8.4,114,4.8,2.991668701171875
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,133,4.2,2.991668701171875
Pedro Porro,Spurs,DEF,5.8,110,3.8,2.991668701171875
Bukayo Saka,Arsenal,MID,9.0,202,6.3,2.991668701171875
Michael Olise,Crystal Palace,MID,5.6,89,5.9,2.991668701171875
Bryan Mbeumo,Brentford,MID,6.8,109,5.2,2.991668701171875
Bruno Borges Fernandes,Man Utd,MID,8.4,157,4.9,2.991668701171875
Alexander Isak,Newcastle,FWD,8.2,134,5.4,2.991668701171875
Darwin Núñez Ribeiro,Liverpool,FWD,7.7,128,4.0,2.991668701171875
