name,team,position,value,total_points,points_per_game,elapsed
Alphonse Areola,West Ham,GK,4.2,106,3.9,3.0263640880584717
Trent Alexander-Arnold,Liverpool,DEF,8.4,114,4.8,3.0263640880584717
Fabian Schär,Newcastle,DEF,5.7,121,3.7,3.0263640880584717
Nathan Aké,Man City,DEF,5.0,89,3.6,3.0263640880584717
Rico Lewis,Man City,DEF,4.2,51,3.4,3.0263640880584717
Son Heung-min,Spurs,MID,9.9,186,6.4,3.0263640880584717
Bukayo Saka,Arsenal,MID,9.0,202,6.3,3.0263640880584717
Kevin De Bruyne,Man City,MID,10.4,71,5.5,3.0263640880584717
Bryan Mbeumo,Brentford,MID,6.8,109,5.2,3.0263640880584717
Dominic Solanke,Bournemouth,FWD,7.3,164,4.8,3.0263640880584717
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,121,4.3,3.0263640880584717
