name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.7,131,3.9,2.99800181388855
William Saliba,Arsenal,DEF,5.9,146,4.3,2.99800181388855
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,2.99800181388855
Fabian Schär,Newcastle,DEF,5.7,121,3.7,2.99800181388855
Cristian Romero,Spurs,DEF,5.1,91,3.4,2.99800181388855
Cole Palmer,Chelsea,MID,6.2,207,7.4,2.99800181388855
Mohamed Salah,Liverpool,MID,13.6,189,6.8,2.99800181388855
Son Heung-min,Spurs,MID,9.9,186,6.4,2.99800181388855
Martin Ødegaard,Arsenal,MID,8.6,168,5.4,2.99800181388855
Alexander Isak,Newcastle,FWD,8.2,134,5.4,2.99800181388855
Carlton Morris,Luton,FWD,4.8,131,3.9,2.99800181388855
