name,team,position,value,total_points,points_per_game,elapsed
Alisson Ramses Becker,Liverpool,GK,5.7,95,4.0,2.992763042449951
Benjamin White,Arsenal,DEF,6.0,167,5.1,2.992763042449951
Fabian Schär,Newcastle,DEF,5.7,121,3.7,2.992763042449951
Nathan Aké,Man City,DEF,5.0,89,3.6,2.992763042449951
John Stones,Man City,DEF,5.3,52,3.5,2.992763042449951
Cole Palmer,Chelsea,MID,6.2,207,7.4,2.992763042449951
Mohamed Salah,Liverpool,MID,13.6,189,6.8,2.992763042449951
Martin Ødegaard,Arsenal,MID,8.6,168,5.4,2.992763042449951
Bryan Mbeumo,Brentford,MID,6.8,109,5.2,2.992763042449951
Dominic Solanke,Bournemouth,FWD,7.3,164,4.8,2.992763042449951
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,121,4.3,2.992763042449951
