name,team,position,value,total_points,points_per_game,elapsed
Alisson Ramses Becker,Liverpool,GK,5.7,95,4.0,3.002440929412842
Trent Alexander-Arnold,Liverpool,DEF,8.4,114,4.8,3.002440929412842
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,133,4.2,3.002440929412842
Pedro Porro,Spurs,DEF,5.8,110,3.8,3.002440929412842
Nathan Aké,Man City,DEF,5.0,89,3.6,3.002440929412842
Cole Palmer,Chelsea,MID,6.2,207,7.4,3.002440929412842
Bukayo Saka,Arsenal,MID,9.0,202,6.3,3.002440929412842
Michael Olise,Crystal Palace,MID,5.6,89,5.9,3.002440929412842
Kevin De Bruyne,Man City,MID,10.4,71,5.5,3.002440929412842
Ollie Watkins,Aston Villa,FWD,9.0,217,6.6,3.002440929412842
David Datro Fofana,Burnley,FWD,5.0,47,3.9,3.002440929412842
