name,team,position,value,total_points,points_per_game,elapsed
Alisson Ramses Becker,Liverpool,GK,5.7,95,4.0,3.0024399757385254
William Saliba,Arsenal,DEF,5.9,146,4.3,3.0024399757385254
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,133,4.2,3.0024399757385254
Pedro Porro,Spurs,DEF,5.8,110,3.8,3.0024399757385254
Kyle Walker,Man City,DEF,5.3,98,3.6,3.0024399757385254
Son Heung-min,Spurs,MID,9.9,186,6.4,3.0024399757385254
Phil Foden,Man City,MID,8.3,199,6.4,3.0024399757385254
Bryan Mbeumo,Brentford,MID,6.8,109,5.2,3.0024399757385254
Anthony Gordon,Newcastle,MID,6.2,159,5.1,3.0024399757385254
Alexander Isak,Newcastle,FWD,8.2,134,5.4,3.0024399757385254
Carlton Morris,Luton,FWD,4.8,131,3.9,3.0024399757385254
