name,team,position,value,total_points,points_per_game,elapsed
Alphonse Areola,West Ham,GK,4.2,106,3.9,3.0140933990478516
Trent Alexander-Arnold,Liverpool,DEF,8.4,114,4.8,3.0140933990478516
William Saliba,Arsenal,DEF,5.9,146,4.3,3.0140933990478516
Kyle Walker,Man City,DEF,5.3,98,3.6,3.0140933990478516
Manuel Akanji,Man City,DEF,5.0,88,3.5,3.0140933990478516
Mohamed Salah,Liverpool,MID,13.6,189,6.8,3.0140933990478516
Michael Olise,Crystal Palace,MID,5.6,89,5.9,3.0140933990478516
Martin Ødegaard,Arsenal,MID,8.6,168,5.4,3.0140933990478516
Bruno Borges Fernandes,Man Utd,MID,8.4,157,4.9,3.0140933990478516
Alexander Isak,Newcastle,FWD,8.2,134,5.4,3.0140933990478516
Jean-Philippe Mateta,Crystal Palace,FWD,5.1,128,4.1,3.0140933990478516
