name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.7,131,3.9,2.9955499172210693
Benjamin White,Arsenal,DEF,6.0,167,5.1,2.9955499172210693
Pedro Porro,Spurs,DEF,5.8,110,3.8,2.9955499172210693
Nathan Aké,Man City,DEF,5.0,89,3.6,2.9955499172210693
Manuel Akanji,Man City,DEF,5.0,88,3.5,2.9955499172210693
Cole Palmer,Chelsea,MID,6.2,207,7.4,2.9955499172210693
Mohamed Salah,Liverpool,MID,13.6,189,6.8,2.9955499172210693
Son Heung-min,Spurs,MID,9.9,186,6.4,2.9955499172210693
Martin Ødegaard,Arsenal,MID,8.6,168,5.4,2.9955499172210693
Alexander Isak,Newcastle,FWD,8.2,134,5.4,2.9955499172210693
Chris Wood,Nott'm Forest,FWD,4.8,112,4.1,2.9955499172210693
