name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.7,131,3.9,2.996738910675049
Trent Alexander-Arnold,Liverpool,DEF,8.4,114,4.8,2.996738910675049
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,133,4.2,2.996738910675049
Pedro Porro,Spurs,DEF,5.8,110,3.8,2.996738910675049
John Stones,Man City,DEF,5.3,52,3.5,2.996738910675049
Cole Palmer,Chelsea,MID,6.2,207,7.4,2.996738910675049
Mohamed Salah,Liverpool,MID,13.6,189,6.8,2.996738910675049
Bruno Borges Fernandes,Man Utd,MID,8.4,157,4.9,2.996738910675049
Pascal Groß,Brighton,MID,6.2,143,4.6,2.996738910675049
Alexander Isak,Newcastle,FWD,8.2,134,5.4,2.996738910675049
Rodrigo Muniz Carvalho,Fulham,FWD,4.5,86,3.9,2.996738910675049
