name,team,position,value,total_points,points_per_game,elapsed
David Raya Martin,Arsenal,GK,5.2,121,4.3,3.0391910076141357
Trent Alexander-Arnold,Liverpool,DEF,8.4,114,4.8,3.0391910076141357
William Saliba,Arsenal,DEF,5.9,146,4.3,3.0391910076141357
Fabian Schär,Newcastle,DEF,5.7,121,3.7,3.0391910076141357
Jakub Kiwior,Arsenal,DEF,4.3,65,3.6,3.0391910076141357
Son Heung-min,Spurs,MID,9.9,186,6.4,3.0391910076141357
Kevin De Bruyne,Man City,MID,10.4,71,5.5,3.0391910076141357
Bryan Mbeumo,Brentford,MID,6.8,109,5.2,3.0391910076141357
Pascal Groß,Brighton,MID,6.2,143,4.6,3.0391910076141357
Jean-Philippe Mateta,Crystal Palace,FWD,5.1,128,4.1,3.0391910076141357
Carlton Morris,Luton,FWD,4.8,131,3.9,3.0391910076141357
