name,team,position,value,total_points,points_per_game,elapsed
Alphonse Areola,West Ham,GK,4.2,106,3.9,3.027465581893921
Trent Alexander-Arnold,Liverpool,DEF,8.4,114,4.8,3.027465581893921
Pedro Porro,Spurs,DEF,5.8,110,3.8,3.027465581893921
Jakub Kiwior,Arsenal,DEF,4.3,65,3.6,3.027465581893921
Cristian Romero,Spurs,DEF,5.1,91,3.4,3.027465581893921
Cole Palmer,Chelsea,MID,6.2,207,7.4,3.027465581893921
Phil Foden,Man City,MID,8.3,199,6.4,3.027465581893921
Bukayo Saka,Arsenal,MID,9.0,202,6.3,3.027465581893921
Martin Ødegaard,Arsenal,MID,8.6,168,5.4,3.027465581893921
Ollie Watkins,Aston Villa,FWD,9.0,217,6.6,3.027465581893921
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,121,4.3,3.027465581893921
