name,team,position,value,total_points,points_per_game,elapsed
Alisson Ramses Becker,Liverpool,GK,5.7,95,4.0,3.003690481185913
William Saliba,Arsenal,DEF,5.9,146,4.3,3.003690481185913
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,3.003690481185913
Nathan Aké,Man City,DEF,5.0,89,3.6,3.003690481185913
John Stones,Man City,DEF,5.3,52,3.5,3.003690481185913
Cole Palmer,Chelsea,MID,6.2,207,7.4,3.003690481185913
Mohamed Salah,Liverpool,MID,13.6,189,6.8,3.003690481185913
Son Heung-min,Spurs,MID,9.9,186,6.4,3.003690481185913
Phil Foden,Man City,MID,8.3,199,6.4,3.003690481185913
Dominic Solanke,Bournemouth,FWD,7.3,164,4.8,3.003690481185913
Nicolas Jackson,Chelsea,FWD,6.9,109,3.8,3.003690481185913
