name,team,position,value,total_points,points_per_game,elapsed
Alphonse Areola,West Ham,GK,4.2,106,3.9,3.010207414627075
William Saliba,Arsenal,DEF,5.9,146,4.3,3.010207414627075
Pedro Porro,Spurs,DEF,5.8,110,3.8,3.010207414627075
Fabian Schär,Newcastle,DEF,5.7,121,3.7,3.010207414627075
Nathan Aké,Man City,DEF,5.0,89,3.6,3.010207414627075
Cole Palmer,Chelsea,MID,6.2,207,7.4,3.010207414627075
Mohamed Salah,Liverpool,MID,13.6,189,6.8,3.010207414627075
Phil Foden,Man City,MID,8.3,199,6.4,3.010207414627075
Kevin De Bruyne,Man City,MID,10.4,71,5.5,3.010207414627075
Chris Wood,Nott'm Forest,FWD,4.8,112,4.1,3.010207414627075
Rasmus Højlund,Man Utd,FWD,7.0,93,3.7,3.010207414627075
