name,team,position,value,total_points,points_per_game,elapsed
Alisson Ramses Becker,Liverpool,GK,5.7,95,4.0,2.9955382347106934
William Saliba,Arsenal,DEF,5.9,146,4.3,2.9955382347106934
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,2.9955382347106934
Pedro Porro,Spurs,DEF,5.8,110,3.8,2.9955382347106934
Kyle Walker,Man City,DEF,5.3,98,3.6,2.9955382347106934
Mohamed Salah,Liverpool,MID,13.6,189,6.8,2.9955382347106934
Son Heung-min,Spurs,MID,9.9,186,6.4,2.9955382347106934
Michael Olise,Crystal Palace,MID,5.6,89,5.9,2.9955382347106934
Bruno Borges Fernandes,Man Utd,MID,8.4,157,4.9,2.9955382347106934
Ollie Watkins,Aston Villa,FWD,9.0,217,6.6,2.9955382347106934
Chris Wood,Nott'm Forest,FWD,4.8,112,4.1,2.9955382347106934
