name,team,position,value,total_points,points_per_game,elapsed
Alisson Ramses Becker,Liverpool,GK,5.7,98,3.9,3.858184814453125
William Saliba,Arsenal,DEF,5.9,147,4.2,3.858184814453125
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,134,4.1,3.858184814453125
Joško Gvardiol,Man City,DEF,5.0,88,3.7,3.858184814453125
Pedro Porro,Spurs,DEF,5.8,112,3.6,3.858184814453125
Cole Palmer,Chelsea,MID,6.2,215,7.2,3.858184814453125
Son Heung-min,Spurs,MID,9.9,195,6.3,3.858184814453125
Jarrod Bowen,West Ham,MID,7.6,178,5.6,3.858184814453125
Martin Ødegaard,Arsenal,MID,8.6,170,5.3,3.858184814453125
Erling Haaland,Man City,FWD,14.1,179,6.6,3.858184814453125
Jean-Philippe Mateta,Crystal Palace,FWD,5.1,130,4.1,3.858184814453125
