name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,141,4.0,4.067920446395874
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,4.067920446395874
Joško Gvardiol,Man City,DEF,5.0,88,3.7,4.067920446395874
Jarrad Branthwaite,Everton,DEF,4.4,112,3.5,4.067920446395874
Jakub Kiwior,Arsenal,DEF,4.2,66,3.5,4.067920446395874
Mohamed Salah,Liverpool,MID,13.5,190,6.6,4.067920446395874
Son Heung-min,Spurs,MID,9.9,195,6.3,4.067920446395874
Jarrod Bowen,West Ham,MID,7.6,178,5.6,4.067920446395874
Bryan Mbeumo,Brentford,MID,6.8,110,5.0,4.067920446395874
Ollie Watkins,Aston Villa,FWD,9.0,219,6.4,4.067920446395874
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,126,4.3,4.067920446395874
