name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,141,4.0,3.6888394355773926
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.6,3.6888394355773926
William Saliba,Arsenal,DEF,5.9,147,4.2,3.6888394355773926
Jakub Kiwior,Arsenal,DEF,4.2,66,3.5,3.6888394355773926
Marcos Senesi,Bournemouth,DEF,4.4,97,3.5,3.6888394355773926
Mohamed Salah,Liverpool,MID,13.5,190,6.6,3.6888394355773926
Son Heung-min,Spurs,MID,9.9,195,6.3,3.6888394355773926
Michael Olise,Crystal Palace,MID,5.6,91,5.7,3.6888394355773926
Martin Ødegaard,Arsenal,MID,8.6,170,5.3,3.6888394355773926
Alexander Isak,Newcastle,FWD,8.3,147,5.7,3.6888394355773926
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,126,4.3,3.6888394355773926
