name,team,position,value,total_points,points_per_game,elapsed
David Raya Martin,Arsenal,GK,5.2,122,4.2,4.237578630447388
William Saliba,Arsenal,DEF,5.9,147,4.2,4.237578630447388
Kyle Walker,Man City,DEF,5.4,106,3.8,4.237578630447388
Joško Gvardiol,Man City,DEF,5.0,88,3.7,4.237578630447388
Pedro Porro,Spurs,DEF,5.8,112,3.6,4.237578630447388
Cole Palmer,Chelsea,MID,6.2,215,7.2,4.237578630447388
Mohamed Salah,Liverpool,MID,13.5,190,6.6,4.237578630447388
Son Heung-min,Spurs,MID,9.9,195,6.3,4.237578630447388
Anthony Gordon,Newcastle,MID,6.3,169,5.3,4.237578630447388
Alexander Isak,Newcastle,FWD,8.3,147,5.7,4.237578630447388
Nicolas Jackson,Chelsea,FWD,6.9,117,3.8,4.237578630447388
