name,team,position,value,total_points,points_per_game,elapsed
Alphonse Areola,West Ham,GK,4.2,107,3.8,3.936060905456543
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.6,3.936060905456543
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,3.936060905456543
Nathan Aké,Man City,DEF,5.0,95,3.7,3.936060905456543
John Stones,Man City,DEF,5.3,52,3.5,3.936060905456543
Bukayo Saka,Arsenal,MID,9.0,214,6.5,3.936060905456543
Son Heung-min,Spurs,MID,9.9,195,6.3,3.936060905456543
Kevin De Bruyne,Man City,MID,10.5,82,5.9,3.936060905456543
Douglas Luiz Soares de Paulo,Aston Villa,MID,5.4,143,4.5,3.936060905456543
Alexander Isak,Newcastle,FWD,8.3,147,5.7,3.936060905456543
Dominic Solanke,Bournemouth,FWD,7.2,166,4.7,3.936060905456543
