name,team,position,value,total_points,points_per_game,elapsed
Alisson Ramses Becker,Liverpool,GK,5.7,98,3.9,3.5517473220825195
William Saliba,Arsenal,DEF,5.9,147,4.2,3.5517473220825195
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,134,4.1,3.5517473220825195
Jarrad Branthwaite,Everton,DEF,4.4,112,3.5,3.5517473220825195
Marcos Senesi,Bournemouth,DEF,4.4,97,3.5,3.5517473220825195
Mohamed Salah,Liverpool,MID,13.5,190,6.6,3.5517473220825195
Phil Foden,Man City,MID,8.4,199,6.4,3.5517473220825195
Son Heung-min,Spurs,MID,9.9,195,6.3,3.5517473220825195
Jarrod Bowen,West Ham,MID,7.6,178,5.6,3.5517473220825195
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,126,4.3,3.5517473220825195
Rodrigo Muniz Carvalho,Fulham,FWD,4.5,92,4.0,3.5517473220825195
