name,team,position,value,total_points,points_per_game,elapsed
Alisson Ramses Becker,Liverpool,GK,5.7,98,3.9,3.6007747650146484
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.6,3.6007747650146484
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,3.6007747650146484
Manuel Akanji,Man City,DEF,5.0,96,3.7,3.6007747650146484
Pedro Porro,Spurs,DEF,5.8,112,3.6,3.6007747650146484
Phil Foden,Man City,MID,8.4,199,6.4,3.6007747650146484
Son Heung-min,Spurs,MID,9.9,195,6.3,3.6007747650146484
Martin Ødegaard,Arsenal,MID,8.6,170,5.3,3.6007747650146484
Anthony Gordon,Newcastle,MID,6.3,169,5.3,3.6007747650146484
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,126,4.3,3.6007747650146484
Nicolas Jackson,Chelsea,FWD,6.9,117,3.8,3.6007747650146484
