name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,141,4.0,4.507943868637085
William Saliba,Arsenal,DEF,5.9,147,4.2,4.507943868637085
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,134,4.1,4.507943868637085
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,4.507943868637085
Marcos Senesi,Bournemouth,DEF,4.4,97,3.5,4.507943868637085
Cole Palmer,Chelsea,MID,6.2,215,7.2,4.507943868637085
Mohamed Salah,Liverpool,MID,13.5,190,6.6,4.507943868637085
Phil Foden,Man City,MID,8.4,199,6.4,4.507943868637085
Son Heung-min,Spurs,MID,9.9,195,6.3,4.507943868637085
Ollie Watkins,Aston Villa,FWD,9.0,219,6.4,4.507943868637085
Rodrigo Muniz Carvalho,Fulham,FWD,4.5,92,4.0,4.507943868637085
