name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,141,4.0,3.62019681930542
Benjamin White,Arsenal,DEF,6.1,168,4.9,3.62019681930542
William Saliba,Arsenal,DEF,5.9,147,4.2,3.62019681930542
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,3.62019681930542
Manuel Akanji,Man City,DEF,5.0,96,3.7,3.62019681930542
Mohamed Salah,Liverpool,MID,13.5,190,6.6,3.62019681930542
Son Heung-min,Spurs,MID,9.9,195,6.3,3.62019681930542
Michael Olise,Crystal Palace,MID,5.6,91,5.7,3.62019681930542
Anthony Gordon,Newcastle,MID,6.3,169,5.3,3.62019681930542
Ollie Watkins,Aston Villa,FWD,9.0,219,6.4,3.62019681930542
Jean-Philippe Mateta,Crystal Palace,FWD,5.1,130,4.1,3.62019681930542
