name,team,position,value,total_points,points_per_game,elapsed
Alisson Ramses Becker,Liverpool,GK,5.7,98,3.9,3.8502070903778076
Benjamin White,Arsenal,DEF,6.1,168,4.9,3.8502070903778076
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.6,3.8502070903778076
Jarrad Branthwaite,Everton,DEF,4.4,112,3.5,3.8502070903778076
Marcos Senesi,Bournemouth,DEF,4.4,97,3.5,3.8502070903778076
Mohamed Salah,Liverpool,MID,13.5,190,6.6,3.8502070903778076
Bukayo Saka,Arsenal,MID,9.0,214,6.5,3.8502070903778076
Martin Ødegaard,Arsenal,MID,8.6,170,5.3,3.8502070903778076
Ben Brereton,Sheffield Utd,MID,5.0,50,4.5,3.8502070903778076
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,126,4.3,3.8502070903778076
Chris Wood,Nott'm Forest,FWD,4.8,114,4.1,3.8502070903778076
