name,team,position,value,total_points,points_per_game,elapsed
David Raya Martin,Arsenal,GK,5.2,122,4.2,4.1959733963012695
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.6,4.1959733963012695
Joško Gvardiol,Man City,DEF,5.0,88,3.7,4.1959733963012695
Jarrad Branthwaite,Everton,DEF,4.4,112,3.5,4.1959733963012695
Marcos Senesi,Bournemouth,DEF,4.4,97,3.5,4.1959733963012695
Cole Palmer,Chelsea,MID,6.2,215,7.2,4.1959733963012695
Mohamed Salah,Liverpool,MID,13.5,190,6.6,4.1959733963012695
Bukayo Saka,Arsenal,MID,9.0,214,6.5,4.1959733963012695
Kevin De Bruyne,Man City,MID,10.5,82,5.9,4.1959733963012695
Carlton Morris,Luton,FWD,4.8,138,3.9,4.1959733963012695
David Datro Fofana,Burnley,FWD,5.0,48,3.7,4.1959733963012695
