name,team,position,value,total_points,points_per_game,elapsed
Alphonse Areola,West Ham,GK,4.2,107,3.8,3.5685293674468994
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,3.5685293674468994
Manuel Akanji,Man City,DEF,5.0,96,3.7,3.5685293674468994
Nathan Aké,Man City,DEF,5.0,95,3.7,3.5685293674468994
Joško Gvardiol,Man City,DEF,5.0,88,3.7,3.5685293674468994
Cole Palmer,Chelsea,MID,6.2,215,7.2,3.5685293674468994
Mohamed Salah,Liverpool,MID,13.5,190,6.6,3.5685293674468994
Bukayo Saka,Arsenal,MID,9.0,214,6.5,3.5685293674468994
Anthony Gordon,Newcastle,MID,6.3,169,5.3,3.5685293674468994
Ollie Watkins,Aston Villa,FWD,9.0,219,6.4,3.5685293674468994
Rasmus Højlund,Man Utd,FWD,7.1,95,3.7,3.5685293674468994
