name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,141,4.0,3.8909053802490234
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.6,3.8909053802490234
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,134,4.1,3.8909053802490234
Manuel Akanji,Man City,DEF,5.0,96,3.7,3.8909053802490234
Jakub Kiwior,Arsenal,DEF,4.2,66,3.5,3.8909053802490234
Mohamed Salah,Liverpool,MID,13.5,190,6.6,3.8909053802490234
Jarrod Bowen,West Ham,MID,7.6,178,5.6,3.8909053802490234
Anthony Gordon,Newcastle,MID,6.3,169,5.3,3.8909053802490234
Bryan Mbeumo,Brentford,MID,6.8,110,5.0,3.8909053802490234
Ollie Watkins,Aston Villa,FWD,9.0,219,6.4,3.8909053802490234
Jean-Philippe Mateta,Crystal Palace,FWD,5.1,130,4.1,3.8909053802490234
