name,team,position,value,total_points,points_per_game,elapsed
Alphonse Areola,West Ham,GK,4.2,107,3.8,3.4386799335479736
William Saliba,Arsenal,DEF,5.9,147,4.2,3.4386799335479736
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,3.4386799335479736
Joško Gvardiol,Man City,DEF,5.0,88,3.7,3.4386799335479736
Marcos Senesi,Bournemouth,DEF,4.4,97,3.5,3.4386799335479736
Cole Palmer,Chelsea,MID,6.2,215,7.2,3.4386799335479736
Mohamed Salah,Liverpool,MID,13.5,190,6.6,3.4386799335479736
Son Heung-min,Spurs,MID,9.9,195,6.3,3.4386799335479736
Jarrod Bowen,West Ham,MID,7.6,178,5.6,3.4386799335479736
Ollie Watkins,Aston Villa,FWD,9.0,219,6.4,3.4386799335479736
Alexander Isak,Newcastle,FWD,8.3,147,5.7,3.4386799335479736
