name,team,position,value,total_points,points_per_game,elapsed
David Raya Martin,Arsenal,GK,5.2,122,4.2,3.7928659915924072
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.6,3.7928659915924072
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,3.7928659915924072
Kyle Walker,Man City,DEF,5.4,106,3.8,3.7928659915924072
Pedro Porro,Spurs,DEF,5.8,112,3.6,3.7928659915924072
Cole Palmer,Chelsea,MID,6.2,215,7.2,3.7928659915924072
Mohamed Salah,Liverpool,MID,13.5,190,6.6,3.7928659915924072
Phil Foden,Man City,MID,8.4,199,6.4,3.7928659915924072
Anthony Gordon,Newcastle,MID,6.3,169,5.3,3.7928659915924072
Ollie Watkins,Aston Villa,FWD,9.0,219,6.4,3.7928659915924072
Jean-Philippe Mateta,Crystal Palace,FWD,5.1,130,4.1,3.7928659915924072
