name,team,position,value,total_points,points_per_game,elapsed
Alphonse Areola,West Ham,GK,4.2,107,3.8,3.4278645515441895
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,3.4278645515441895
Manuel Akanji,Man City,DEF,5.0,96,3.7,3.4278645515441895
Joško Gvardiol,Man City,DEF,5.0,88,3.7,3.4278645515441895
Pedro Porro,Spurs,DEF,5.8,112,3.6,3.4278645515441895
Mohamed Salah,Liverpool,MID,13.5,190,6.6,3.4278645515441895
Son Heung-min,Spurs,MID,9.9,195,6.3,3.4278645515441895
Martin Ødegaard,Arsenal,MID,8.6,170,5.3,3.4278645515441895
Bryan Mbeumo,Brentford,MID,6.8,110,5.0,3.4278645515441895
Alexander Isak,Newcastle,FWD,8.3,147,5.7,3.4278645515441895
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,126,4.3,3.4278645515441895
