name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,141,4.0,4.148859977722168
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,134,4.1,4.148859977722168
Jakub Kiwior,Arsenal,DEF,4.2,66,3.5,4.148859977722168
Marcos Senesi,Bournemouth,DEF,4.4,97,3.5,4.148859977722168
John Stones,Man City,DEF,5.3,52,3.5,4.148859977722168
Cole Palmer,Chelsea,MID,6.2,215,7.2,4.148859977722168
Mohamed Salah,Liverpool,MID,13.5,190,6.6,4.148859977722168
Michael Olise,Crystal Palace,MID,5.6,91,5.7,4.148859977722168
Jarrod Bowen,West Ham,MID,7.6,178,5.6,4.148859977722168
Erling Haaland,Man City,FWD,14.1,179,6.6,4.148859977722168
Chris Wood,Nott'm Forest,FWD,4.8,114,4.1,4.148859977722168
