name,team,position,value,total_points,points_per_game,elapsed
Alisson Ramses Becker,Liverpool,GK,5.7,98,3.9,3.773422956466675
Benjamin White,Arsenal,DEF,6.1,168,4.9,3.773422956466675
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.6,3.773422956466675
Manuel Akanji,Man City,DEF,5.0,96,3.7,3.773422956466675
Joško Gvardiol,Man City,DEF,5.0,88,3.7,3.773422956466675
Kevin De Bruyne,Man City,MID,10.5,82,5.9,3.773422956466675
Jarrod Bowen,West Ham,MID,7.6,178,5.6,3.773422956466675
Martin Ødegaard,Arsenal,MID,8.6,170,5.3,3.773422956466675
Anthony Gordon,Newcastle,MID,6.3,169,5.3,3.773422956466675
Ollie Watkins,Aston Villa,FWD,9.0,219,6.4,3.773422956466675
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,126,4.3,3.773422956466675
