name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,141,4.0,5.871729135513306
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,134,4.1,5.871729135513306
Joško Gvardiol,Man City,DEF,5.0,88,3.7,5.871729135513306
Jarrad Branthwaite,Everton,DEF,4.4,112,3.5,5.871729135513306
Marcos Senesi,Bournemouth,DEF,4.4,97,3.5,5.871729135513306
Mohamed Salah,Liverpool,MID,13.5,190,6.6,5.871729135513306
Bukayo Saka,Arsenal,MID,9.0,214,6.5,5.871729135513306
Jarrod Bowen,West Ham,MID,7.6,178,5.6,5.871729135513306
Martin Ødegaard,Arsenal,MID,8.6,170,5.3,5.871729135513306
Ollie Watkins,Aston Villa,FWD,9.0,219,6.4,5.871729135513306
Rodrigo Muniz Carvalho,Fulham,FWD,4.5,92,4.0,5.871729135513306
