name,team,position,value,total_points,points_per_game,elapsed
Alisson Ramses Becker,Liverpool,GK,5.7,98,3.9,3.862152338027954
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.6,3.862152338027954
William Saliba,Arsenal,DEF,5.9,147,4.2,3.862152338027954
Pedro Porro,Spurs,DEF,5.8,112,3.6,3.862152338027954
Jarrad Branthwaite,Everton,DEF,4.4,112,3.5,3.862152338027954
Bukayo Saka,Arsenal,MID,9.0,214,6.5,3.862152338027954
Kevin De Bruyne,Man City,MID,10.5,82,5.9,3.862152338027954
Michael Olise,Crystal Palace,MID,5.6,91,5.7,3.862152338027954
Jarrod Bowen,West Ham,MID,7.6,178,5.6,3.862152338027954
Alexander Isak,Newcastle,FWD,8.3,147,5.7,3.862152338027954
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,126,4.3,3.862152338027954
