name,team,position,value,total_points,points_per_game,elapsed
Alisson Ramses Becker,Liverpool,GK,5.7,98,3.9,3.5598649978637695
Benjamin White,Arsenal,DEF,6.1,168,4.9,3.5598649978637695
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.6,3.5598649978637695
Pedro Porro,Spurs,DEF,5.8,112,3.6,3.5598649978637695
Jarrad Branthwaite,Everton,DEF,4.4,112,3.5,3.5598649978637695
Mohamed Salah,Liverpool,MID,13.5,190,6.6,3.5598649978637695
Phil Foden,Man City,MID,8.4,199,6.4,3.5598649978637695
Michael Olise,Crystal Palace,MID,5.6,91,5.7,3.5598649978637695
Jarrod Bowen,West Ham,MID,7.6,178,5.6,3.5598649978637695
Chris Wood,Nott'm Forest,FWD,4.8,114,4.1,3.5598649978637695
Rodrigo Muniz Carvalho,Fulham,FWD,4.5,92,4.0,3.5598649978637695
