name,team,position,value,total_points,points_per_game,elapsed
David Raya Martin,Arsenal,GK,5.2,122,4.2,3.5549309253692627
William Saliba,Arsenal,DEF,5.9,147,4.2,3.5549309253692627
Manuel Akanji,Man City,DEF,5.0,96,3.7,3.5549309253692627
Jakub Kiwior,Arsenal,DEF,4.2,66,3.5,3.5549309253692627
Marcos Senesi,Bournemouth,DEF,4.4,97,3.5,3.5549309253692627
Mohamed Salah,Liverpool,MID,13.5,190,6.6,3.5549309253692627
Kevin De Bruyne,Man City,MID,10.5,82,5.9,3.5549309253692627
Jarrod Bowen,West Ham,MID,7.6,178,5.6,3.5549309253692627
Bryan Mbeumo,Brentford,MID,6.8,110,5.0,3.5549309253692627
Alexander Isak,Newcastle,FWD,8.3,147,5.7,3.5549309253692627
Chris Wood,Nott'm Forest,FWD,4.8,114,4.1,3.5549309253692627
