name,team,position,value,total_points,points_per_game,elapsed
David Raya Martin,Arsenal,GK,5.2,122,4.2,3.670031785964966
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,134,4.1,3.670031785964966
Kyle Walker,Man City,DEF,5.4,106,3.8,3.670031785964966
Jarrad Branthwaite,Everton,DEF,4.4,112,3.5,3.670031785964966
Marcos Senesi,Bournemouth,DEF,4.4,97,3.5,3.670031785964966
Mohamed Salah,Liverpool,MID,13.5,190,6.6,3.670031785964966
Son Heung-min,Spurs,MID,9.9,195,6.3,3.670031785964966
Jarrod Bowen,West Ham,MID,7.6,178,5.6,3.670031785964966
Kai Havertz,Arsenal,MID,7.5,163,4.8,3.670031785964966
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,126,4.3,3.670031785964966
Nicolas Jackson,Chelsea,FWD,6.9,117,3.8,3.670031785964966
