name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,141,4.0,3.6949985027313232
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.6,3.6949985027313232
William Saliba,Arsenal,DEF,5.9,147,4.2,3.6949985027313232
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,134,4.1,3.6949985027313232
Manuel Akanji,Man City,DEF,5.0,96,3.7,3.6949985027313232
Cole Palmer,Chelsea,MID,6.2,215,7.2,3.6949985027313232
Phil Foden,Man City,MID,8.4,199,6.4,3.6949985027313232
Son Heung-min,Spurs,MID,9.9,195,6.3,3.6949985027313232
Ben Brereton,Sheffield Utd,MID,5.0,50,4.5,3.6949985027313232
Ollie Watkins,Aston Villa,FWD,9.0,219,6.4,3.6949985027313232
Alexander Isak,Newcastle,FWD,8.3,147,5.7,3.6949985027313232
