name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,141,4.0,3.5953569412231445
Benjamin White,Arsenal,DEF,6.1,168,4.9,3.5953569412231445
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,134,4.1,3.5953569412231445
Kyle Walker,Man City,DEF,5.4,106,3.8,3.5953569412231445
Pedro Porro,Spurs,DEF,5.8,112,3.6,3.5953569412231445
Cole Palmer,Chelsea,MID,6.2,215,7.2,3.5953569412231445
Mohamed Salah,Liverpool,MID,13.5,190,6.6,3.5953569412231445
Kevin De Bruyne,Man City,MID,10.5,82,5.9,3.5953569412231445
Bryan Mbeumo,Brentford,MID,6.8,110,5.0,3.5953569412231445
Carlton Morris,Luton,FWD,4.8,138,3.9,3.5953569412231445
Darwin Núñez Ribeiro,Liverpool,FWD,7.6,129,3.9,3.5953569412231445
