name,team,position,value,total_points,points_per_game,elapsed
Alphonse Areola,West Ham,GK,4.2,107,3.8,3.5865180492401123
Benjamin White,Arsenal,DEF,6.1,168,4.9,3.5865180492401123
William Saliba,Arsenal,DEF,5.9,147,4.2,3.5865180492401123
Manuel Akanji,Man City,DEF,5.0,96,3.7,3.5865180492401123
Joško Gvardiol,Man City,DEF,5.0,88,3.7,3.5865180492401123
Cole Palmer,Chelsea,MID,6.2,215,7.2,3.5865180492401123
Mohamed Salah,Liverpool,MID,13.5,190,6.6,3.5865180492401123
Son Heung-min,Spurs,MID,9.9,195,6.3,3.5865180492401123
Bryan Mbeumo,Brentford,MID,6.8,110,5.0,3.5865180492401123
Ollie Watkins,Aston Villa,FWD,9.0,219,6.4,3.5865180492401123
Julián Álvarez,Man City,FWD,6.4,147,4.5,3.5865180492401123
