name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,141,4.0,3.5968854427337646
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.6,3.5968854427337646
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,134,4.1,3.5968854427337646
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,3.5968854427337646
Marcos Senesi,Bournemouth,DEF,4.4,97,3.5,3.5968854427337646
Bukayo Saka,Arsenal,MID,9.0,214,6.5,3.5968854427337646
Son Heung-min,Spurs,MID,9.9,195,6.3,3.5968854427337646
Kevin De Bruyne,Man City,MID,10.5,82,5.9,3.5968854427337646
Anthony Gordon,Newcastle,MID,6.3,169,5.3,3.5968854427337646
Rodrigo Muniz Carvalho,Fulham,FWD,4.5,92,4.0,3.5968854427337646
Nicolas Jackson,Chelsea,FWD,6.9,117,3.8,3.5968854427337646
