name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,141,4.0,3.504767656326294
William Saliba,Arsenal,DEF,5.9,147,4.2,3.504767656326294
Pedro Porro,Spurs,DEF,5.8,112,3.6,3.504767656326294
Jarrad Branthwaite,Everton,DEF,4.4,112,3.5,3.504767656326294
John Stones,Man City,DEF,5.3,52,3.5,3.504767656326294
Mohamed Salah,Liverpool,MID,13.5,190,6.6,3.504767656326294
Phil Foden,Man City,MID,8.4,199,6.4,3.504767656326294
Jarrod Bowen,West Ham,MID,7.6,178,5.6,3.504767656326294
Kai Havertz,Arsenal,MID,7.5,163,4.8,3.504767656326294
Alexander Isak,Newcastle,FWD,8.3,147,5.7,3.504767656326294
Dominic Solanke,Bournemouth,FWD,7.2,166,4.7,3.504767656326294
