name,team,position,value,total_points,points_per_game,elapsed
David Raya Martin,Arsenal,GK,5.2,122,4.2,3.786442756652832
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.6,3.786442756652832
William Saliba,Arsenal,DEF,5.9,147,4.2,3.786442756652832
Kyle Walker,Man City,DEF,5.4,106,3.8,3.786442756652832
Pedro Porro,Spurs,DEF,5.8,112,3.6,3.786442756652832
Bukayo Saka,Arsenal,MID,9.0,214,6.5,3.786442756652832
Son Heung-min,Spurs,MID,9.9,195,6.3,3.786442756652832
Michael Olise,Crystal Palace,MID,5.6,91,5.7,3.786442756652832
Jarrod Bowen,West Ham,MID,7.6,178,5.6,3.786442756652832
Dominic Solanke,Bournemouth,FWD,7.2,166,4.7,3.786442756652832
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,126,4.3,3.786442756652832
