name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,141,4.0,0.34027647972106934
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,134,4.1,0.34027647972106934
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,0.34027647972106934
Kyle Walker,Man City,DEF,5.4,106,3.8,0.34027647972106934
Jarrad Branthwaite,Everton,DEF,4.4,112,3.5,0.34027647972106934
Mohamed Salah,Liverpool,MID,13.5,190,6.6,0.34027647972106934
Phil Foden,Man City,MID,8.4,199,6.4,0.34027647972106934
Anthony Gordon,Newcastle,MID,6.3,169,5.3,0.34027647972106934
Bryan Mbeumo,Brentford,MID,6.8,110,5.0,0.34027647972106934
Erling Haaland,Man City,FWD,14.1,179,6.6,0.34027647972106934
Dominic Solanke,Bournemouth,FWD,7.2,166,4.7,0.34027647972106934
