name,team,position,value,total_points,points_per_game,elapsed
Alisson Ramses Becker,Liverpool,GK,5.7,98,3.9,0.34418320655822754
Benjamin White,Arsenal,DEF,6.1,168,4.9,0.34418320655822754
Pedro Porro,Spurs,DEF,5.8,112,3.6,0.34418320655822754
Jarrad Branthwaite,Everton,DEF,4.4,112,3.5,0.34418320655822754
Jakub Kiwior,Arsenal,DEF,4.2,66,3.5,0.34418320655822754
Cole Palmer,Chelsea,MID,6.2,215,7.2,0.34418320655822754
Phil Foden,Man City,MID,8.4,199,6.4,0.34418320655822754
Son Heung-min,Spurs,MID,9.9,195,6.3,0.34418320655822754
Kevin De Bruyne,Man City,MID,10.5,82,5.9,0.34418320655822754
Dominic Solanke,Bournemouth,FWD,7.2,166,4.7,0.34418320655822754
Jean-Philippe Mateta,Crystal Palace,FWD,5.1,130,4.1,0.34418320655822754
