name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,141,4.0,0.3448472023010254
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.6,0.3448472023010254
William Saliba,Arsenal,DEF,5.9,147,4.2,0.3448472023010254
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,134,4.1,0.3448472023010254
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,0.3448472023010254
Phil Foden,Man City,MID,8.4,199,6.4,0.3448472023010254
Jarrod Bowen,West Ham,MID,7.6,178,5.6,0.3448472023010254
Martin Ødegaard,Arsenal,MID,8.6,170,5.3,0.3448472023010254
Bryan Mbeumo,Brentford,MID,6.8,110,5.0,0.3448472023010254
Dominic Solanke,Bournemouth,FWD,7.2,166,4.7,0.3448472023010254
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,126,4.3,0.3448472023010254
