name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,141,4.0,0.34627819061279297
Benjamin White,Arsenal,DEF,6.1,168,4.9,0.34627819061279297
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,134,4.1,0.34627819061279297
Jarrad Branthwaite,Everton,DEF,4.4,112,3.5,0.34627819061279297
Marcos Senesi,Bournemouth,DEF,4.4,97,3.5,0.34627819061279297
Phil Foden,Man City,MID,8.4,199,6.4,0.34627819061279297
Son Heung-min,Spurs,MID,9.9,195,6.3,0.34627819061279297
Kevin De Bruyne,Man City,MID,10.5,82,5.9,0.34627819061279297
Douglas Luiz Soares de Paulo,Aston Villa,MID,5.4,143,4.5,0.34627819061279297
Alexander Isak,Newcastle,FWD,8.3,147,5.7,0.34627819061279297
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,126,4.3,0.34627819061279297
