name,team,position,value,total_points,points_per_game,elapsed
Alisson Ramses Becker,Liverpool,GK,5.7,98,3.9,0.3390212059020996
Benjamin White,Arsenal,DEF,6.1,168,4.9,0.3390212059020996
Pedro Porro,Spurs,DEF,5.8,112,3.6,0.3390212059020996
Jarrad Branthwaite,Everton,DEF,4.4,112,3.5,0.3390212059020996
Marcos Senesi,Bournemouth,DEF,4.4,97,3.5,0.3390212059020996
Cole Palmer,Chelsea,MID,6.2,215,7.2,0.3390212059020996
Bukayo Saka,Arsenal,MID,9.0,214,6.5,0.3390212059020996
Phil Foden,Man City,MID,8.4,199,6.4,0.3390212059020996
Michael Olise,Crystal Palace,MID,5.6,91,5.7,0.3390212059020996
Erling Haaland,Man City,FWD,14.1,179,6.6,0.3390212059020996
Dominic Solanke,Bournemouth,FWD,7.2,166,4.7,0.3390212059020996
