name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.7,131,3.9,0.30730700492858887
Pedro Porro,Spurs,DEF,5.8,110,3.8,0.30730700492858887
Fabian Schär,Newcastle,DEF,5.7,121,3.7,0.30730700492858887
Kyle Walker,Man City,DEF,5.3,98,3.6,0.30730700492858887
John Stones,Man City,DEF,5.3,52,3.5,0.30730700492858887
Cole Palmer,Chelsea,MID,6.2,207,7.4,0.30730700492858887
Mohamed Salah,Liverpool,MID,13.6,189,6.8,0.30730700492858887
Phil Foden,Man City,MID,8.3,199,6.4,0.30730700492858887
Bukayo Saka,Arsenal,MID,9.0,202,6.3,0.30730700492858887
Dominic Solanke,Bournemouth,FWD,7.3,164,4.8,0.30730700492858887
Jean-Philippe Mateta,Crystal Palace,FWD,5.1,128,4.1,0.30730700492858887
