name,team,position,value,total_points,points_per_game,elapsed
David Raya Martin,Arsenal,GK,5.2,121,4.3,0.30977916717529297
Trent Alexander-Arnold,Liverpool,DEF,8.4,114,4.8,0.30977916717529297
Pedro Porro,Spurs,DEF,5.8,110,3.8,0.30977916717529297
Jakub Kiwior,Arsenal,DEF,4.3,65,3.6,0.30977916717529297
Kyle Walker,Man City,DEF,5.3,98,3.6,0.30977916717529297
Son Heung-min,Spurs,MID,9.9,186,6.4,0.30977916717529297
Michael Olise,Crystal Palace,MID,5.6,89,5.9,0.30977916717529297
Martin Ødegaard,Arsenal,MID,8.6,168,5.4,0.30977916717529297
Anthony Gordon,Newcastle,MID,6.2,159,5.1,0.30977916717529297
Dominic Solanke,Bournemouth,FWD,7.3,164,4.8,0.30977916717529297
Chris Wood,Nott'm Forest,FWD,4.8,112,4.1,0.30977916717529297
