name,team,position,value,total_points,points_per_game,elapsed
Alisson Ramses Becker,Liverpool,GK,5.7,95,4.0,0.30663537979125977
William Saliba,Arsenal,DEF,5.9,146,4.3,0.30663537979125977
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,0.30663537979125977
Nathan Aké,Man City,DEF,5.0,89,3.6,0.30663537979125977
Rico Lewis,Man City,DEF,4.2,51,3.4,0.30663537979125977
Cole Palmer,Chelsea,MID,6.2,207,7.4,0.30663537979125977
Kevin De Bruyne,Man City,MID,10.4,71,5.5,0.30663537979125977
Martin Ødegaard,Arsenal,MID,8.6,168,5.4,0.30663537979125977
Bryan Mbeumo,Brentford,MID,6.8,109,5.2,0.30663537979125977
Alexander Isak,Newcastle,FWD,8.2,134,5.4,0.30663537979125977
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,121,4.3,0.30663537979125977
