name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.7,131,3.9,0.31001925468444824
Benjamin White,Arsenal,DEF,6.0,167,5.1,0.31001925468444824
Pedro Porro,Spurs,DEF,5.8,110,3.8,0.31001925468444824
Fabian Schär,Newcastle,DEF,5.7,121,3.7,0.31001925468444824
Jakub Kiwior,Arsenal,DEF,4.3,65,3.6,0.31001925468444824
Cole Palmer,Chelsea,MID,6.2,207,7.4,0.31001925468444824
Mohamed Salah,Liverpool,MID,13.6,189,6.8,0.31001925468444824
Son Heung-min,Spurs,MID,9.9,186,6.4,0.31001925468444824
Bryan Mbeumo,Brentford,MID,6.8,109,5.2,0.31001925468444824
Dominic Solanke,Bournemouth,FWD,7.3,164,4.8,0.31001925468444824
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,121,4.3,0.31001925468444824
