name,team,position,value,total_points,points_per_game,elapsed
David Raya Martin,Arsenal,GK,5.2,121,4.3,0.3056786060333252
Pedro Porro,Spurs,DEF,5.8,110,3.8,0.3056786060333252
Fabian Schär,Newcastle,DEF,5.7,121,3.7,0.3056786060333252
John Stones,Man City,DEF,5.3,52,3.5,0.3056786060333252
Cristian Romero,Spurs,DEF,5.1,91,3.4,0.3056786060333252
Cole Palmer,Chelsea,MID,6.2,207,7.4,0.3056786060333252
Mohamed Salah,Liverpool,MID,13.6,189,6.8,0.3056786060333252
Phil Foden,Man City,MID,8.3,199,6.4,0.3056786060333252
Martin Ødegaard,Arsenal,MID,8.6,168,5.4,0.3056786060333252
Dominic Solanke,Bournemouth,FWD,7.3,164,4.8,0.3056786060333252
Jean-Philippe Mateta,Crystal Palace,FWD,5.1,128,4.1,0.3056786060333252
