name,team,position,value,total_points,points_per_game,elapsed
David Raya Martin,Arsenal,GK,5.2,121,4.3,0.3066692352294922
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,133,4.2,0.3066692352294922
Fabian Schär,Newcastle,DEF,5.7,121,3.7,0.3066692352294922
Manuel Akanji,Man City,DEF,5.0,88,3.5,0.3066692352294922
John Stones,Man City,DEF,5.3,52,3.5,0.3066692352294922
Cole Palmer,Chelsea,MID,6.2,207,7.4,0.3066692352294922
Mohamed Salah,Liverpool,MID,13.6,189,6.8,0.3066692352294922
Son Heung-min,Spurs,MID,9.9,186,6.4,0.3066692352294922
Michael Olise,Crystal Palace,MID,5.6,89,5.9,0.3066692352294922
Nicolas Jackson,Chelsea,FWD,6.9,109,3.8,0.3066692352294922
Yoane Wissa,Brentford,FWD,5.7,108,3.6,0.3066692352294922
