name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.7,131,3.9,0.30651402473449707
William Saliba,Arsenal,DEF,5.9,146,4.3,0.30651402473449707
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,0.30651402473449707
Pedro Porro,Spurs,DEF,5.8,110,3.8,0.30651402473449707
John Stones,Man City,DEF,5.3,52,3.5,0.30651402473449707
Phil Foden,Man City,MID,8.3,199,6.4,0.30651402473449707
Bukayo Saka,Arsenal,MID,9.0,202,6.3,0.30651402473449707
Anthony Gordon,Newcastle,MID,6.2,159,5.1,0.30651402473449707
Bruno Borges Fernandes,Man Utd,MID,8.4,157,4.9,0.30651402473449707
Ollie Watkins,Aston Villa,FWD,9.0,217,6.6,0.30651402473449707
Rodrigo Muniz Carvalho,Fulham,FWD,4.5,86,3.9,0.30651402473449707
