name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.7,131,3.9,0.3090987205505371
Pedro Porro,Spurs,DEF,5.8,110,3.8,0.3090987205505371
Fabian Schär,Newcastle,DEF,5.7,121,3.7,0.3090987205505371
Nathan Aké,Man City,DEF,5.0,89,3.6,0.3090987205505371
Manuel Akanji,Man City,DEF,5.0,88,3.5,0.3090987205505371
Mohamed Salah,Liverpool,MID,13.6,189,6.8,0.3090987205505371
Phil Foden,Man City,MID,8.3,199,6.4,0.3090987205505371
Martin Ødegaard,Arsenal,MID,8.6,168,5.4,0.3090987205505371
Anthony Gordon,Newcastle,MID,6.2,159,5.1,0.3090987205505371
Darwin Núñez Ribeiro,Liverpool,FWD,7.7,128,4.0,0.3090987205505371
David Datro Fofana,Burnley,FWD,5.0,47,3.9,0.3090987205505371
