name,team,position,value,total_points,points_per_game,elapsed
David Raya Martin,Arsenal,GK,5.2,121,4.3,0.304318904876709
William Saliba,Arsenal,DEF,5.9,146,4.3,0.304318904876709
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,0.304318904876709
Pedro Porro,Spurs,DEF,5.8,110,3.8,0.304318904876709
Nathan Aké,Man City,DEF,5.0,89,3.6,0.304318904876709
Cole Palmer,Chelsea,MID,6.2,207,7.4,0.304318904876709
Mohamed Salah,Liverpool,MID,13.6,189,6.8,0.304318904876709
Bruno Borges Fernandes,Man Utd,MID,8.4,157,4.9,0.304318904876709
Douglas Luiz Soares de Paulo,Aston Villa,MID,5.4,142,4.6,0.304318904876709
Alexander Isak,Newcastle,FWD,8.2,134,5.4,0.304318904876709
Chris Wood,Nott'm Forest,FWD,4.8,112,4.1,0.304318904876709
